id,titulo,marca,categoria,precio_actual,precio_original,descuento_pct,vendidos,stock_disponible,tipo_logistica,envio_gratis,medalla_vendedor,cuotas_sin_interes,cantidad_cuotas,condicion
MLA1964646406,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,461129,461129,0,735,5,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1137227505,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1297531,1441701,10,1709,8,drop_off,Sí,platinum,Sí,6,new
MLA1315494803,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,403353,403353,0,594,11,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1944322637,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1025137,1025137,0,739,9,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1650173810,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,278349,278349,0,894,28,cross_docking,Sí,silver,Sí,6,new
MLA1596182098,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,517571,517571,0,1203,26,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1058712744,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,188400,188400,0,1135,37,drop_off,Sí,platinum,No,1,new
MLA1286127874,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1163457,1551276,25,583,30,cross_docking,Sí,gold,Sí,6,new
MLA1127808998,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,967212,967212,0,483,37,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1599818407,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1062045,1062045,0,820,30,fulfillment,Sí,platinum,Sí,6,new
MLA1245174281,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,360275,360275,0,877,27,drop_off,Sí,gold,Sí,6,new
MLA1491466258,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,299818,352727,15,606,2,fulfillment,Sí,silver,Sí,6,new
MLA1127277770,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,416730,463033,10,201,6,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1664420803,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,508638,508638,0,1377,27,drop_off,Sí,gold,Sí,6,new
MLA1095172733,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,461536,461536,0,1110,3,fulfillment,Sí,gold,Sí,6,new
MLA1180375302,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,969130,1211412,20,1022,2,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1058357394,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1067457,1255831,15,1067,17,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1239658222,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,449941,449941,0,154,24,drop_off,Sí,platinum,Sí,6,new
MLA1740571544,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,223599,223599,0,876,40,cross_docking,Sí,gold,No,1,new
MLA1456254279,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,252259,252259,0,1221,20,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1533779710,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,859080,859080,0,664,14,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1192102334,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1547377,1547377,0,1105,29,cross_docking,Sí,platinum,Sí,6,new
MLA1925052307,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,409866,409866,0,974,6,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1583944846,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1058003,1058003,0,1635,34,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1405846856,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1522517,1691685,10,1195,19,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1944499347,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,185462,231827,20,1705,25,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1855354231,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,328285,328285,0,81,24,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1544832896,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,680002,680002,0,649,2,drop_off,Sí,silver,Sí,6,new
MLA1862558907,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,212349,249822,15,1370,14,cross_docking,Sí,silver,No,1,new
MLA1663613460,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,399794,399794,0,1332,39,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1131700402,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2016602,2372472,15,706,7,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1227696898,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1315686,1754248,25,787,35,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1924887091,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,439287,439287,0,1430,30,fulfillment,Sí,platinum,Sí,6,new
MLA1979978841,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,992824,992824,0,17,34,fulfillment,Sí,gold,Sí,6,new
MLA1819740143,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,360814,360814,0,926,19,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1815272147,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,289261,340307,15,36,36,fulfillment,Sí,gold,Sí,6,new
MLA1614484731,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,755779,1007705,25,1118,22,cross_docking,Sí,gold,Sí,6,new
MLA1189149720,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1271593,1271593,0,1100,23,cross_docking,Sí,platinum,No,1,new
MLA1247123388,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,355420,355420,0,1512,2,drop_off,Sí,platinum,Sí,6,new
MLA1104053586,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,278891,278891,0,930,17,cross_docking,Sí,silver,No,1,new
MLA1666236630,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1820751,1820751,0,725,1,fulfillment,Sí,gold,Sí,6,new
MLA1195467641,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,502192,557991,10,706,25,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1780273439,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2221043,2221043,0,1421,16,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1578716885,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,387393,387393,0,1436,38,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1524744729,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1087830,1087830,0,368,30,fulfillment,Sí,silver,No,1,new
MLA1648950530,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,206687,258358,20,1499,20,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1996614465,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,303171,303171,0,706,2,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1379416734,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1361030,1361030,0,731,20,fulfillment,Sí,silver,Sí,6,new
MLA1626292993,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,953355,953355,0,850,19,drop_off,Sí,platinum,No,1,new
MLA1534745208,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,241303,241303,0,710,16,cross_docking,Sí,silver,No,1,new
MLA1900098444,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,309206,309206,0,900,17,drop_off,Sí,gold,Sí,6,new
MLA1848737754,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1348027,1348027,0,1684,11,cross_docking,Sí,platinum,Sí,6,new
MLA1877297823,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1441421,1921894,25,1158,6,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1227206418,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,262871,262871,0,1395,2,fulfillment,Sí,gold,Sí,6,new
MLA1298886775,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,980783,1225978,20,674,10,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1117870928,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,423730,423730,0,274,4,cross_docking,Sí,silver,Sí,6,new
MLA1436354235,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,358448,477930,25,1551,30,fulfillment,Sí,platinum,Sí,6,new
MLA1221762709,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1183740,1183740,0,1099,24,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1141332136,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,377228,377228,0,368,10,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1366823063,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,845409,845409,0,1634,29,cross_docking,Sí,platinum,Sí,6,new
MLA1426433159,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,186519,207243,10,215,12,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1730656553,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1862343,2327928,20,1122,20,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1381073413,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1184304,1184304,0,488,2,fulfillment,Sí,platinum,Sí,6,new
MLA1559869601,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,345678,345678,0,1317,16,fulfillment,Sí,platinum,Sí,6,new
MLA1346774912,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,493518,493518,0,1719,11,drop_off,Sí,silver,Sí,6,new
MLA1673831914,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,514527,571696,10,133,40,fulfillment,Sí,silver,Sí,6,new
MLA1150939026,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,444192,444192,0,790,9,drop_off,Sí,platinum,No,1,new
MLA1413326420,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,184350,184350,0,784,20,fulfillment,Sí,silver,No,1,new
MLA1026970595,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,263116,263116,0,1180,21,cross_docking,Sí,platinum,Sí,6,new
MLA1118457646,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1162217,1162217,0,1333,34,fulfillment,Sí,platinum,Sí,6,new
MLA1956429733,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,376028,376028,0,76,18,fulfillment,Sí,silver,Sí,6,new
MLA1190789018,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,498142,498142,0,512,32,drop_off,Sí,silver,Sí,6,new
MLA1515658342,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1544661,1544661,0,548,34,drop_off,Sí,platinum,No,1,new
MLA1926997543,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1508133,1508133,0,673,19,cross_docking,Sí,platinum,Sí,6,new
MLA1646835079,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,196548,196548,0,1166,32,drop_off,Sí,silver,No,1,new
MLA1597509951,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,410282,455868,10,1203,11,fulfillment,Sí,platinum,Sí,6,new
MLA1320419630,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2661475,2957194,10,645,8,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1383615421,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,275690,306322,10,1500,39,cross_docking,Sí,platinum,Sí,6,new
MLA1591297517,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,293232,293232,0,1108,34,fulfillment,Sí,gold,Sí,6,new
MLA1644187942,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,792801,1057068,25,902,40,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1765107751,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,472799,472799,0,1160,38,fulfillment,Sí,platinum,Sí,6,new
MLA1518213797,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1686093,1686093,0,1267,28,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1127047302,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,277623,326615,15,1304,11,drop_off,Sí,gold,No,1,new
MLA1260560047,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,190218,223785,15,374,28,fulfillment,Sí,platinum,No,1,new
MLA1739252744,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,950080,950080,0,261,4,fulfillment,Sí,gold,Sí,6,new
MLA1342426547,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,370307,370307,0,538,37,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1739907494,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,295139,295139,0,241,5,cross_docking,Sí,platinum,No,1,new
MLA1963897403,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2191986,2191986,0,147,22,fulfillment,Sí,platinum,Sí,6,new
MLA1348846908,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,935477,935477,0,867,23,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1592786009,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1311717,1748956,25,60,10,fulfillment,Sí,platinum,Sí,6,new
MLA1205821828,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,386686,386686,0,1049,15,drop_off,Sí,silver,Sí,6,new
MLA1198251696,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1887814,1887814,0,1393,4,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1893579315,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1027799,1027799,0,152,32,fulfillment,Sí,platinum,No,1,new
MLA1080701704,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,422576,422576,0,394,15,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1941892653,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1398111,1747638,20,1412,6,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1437784592,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,491247,491247,0,725,2,cross_docking,Sí,gold,No,1,new
MLA1886595248,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,885399,1180532,25,306,13,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1052549032,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,224722,224722,0,739,9,drop_off,Sí,platinum,No,1,new
MLA1262738953,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1747820,1747820,0,1058,33,drop_off,Sí,platinum,Sí,6,new
MLA1754566271,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,475248,475248,0,38,39,cross_docking,Sí,platinum,Sí,6,new
MLA1354340882,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,416750,490294,15,740,6,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1472989247,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,212941,236601,10,1603,30,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1449350226,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1419526,1419526,0,1617,15,fulfillment,Sí,platinum,No,1,new
MLA1080340779,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,770149,770149,0,1056,3,fulfillment,Sí,silver,Sí,6,new
MLA1399087428,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2266252,2266252,0,836,20,fulfillment,Sí,platinum,Sí,6,new
MLA1849915434,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,748538,748538,0,1030,35,fulfillment,Sí,platinum,Sí,6,new
MLA1888311119,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,266713,266713,0,546,27,fulfillment,Sí,platinum,No,1,new
MLA1428212296,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,328779,386798,15,1732,4,cross_docking,Sí,platinum,Sí,6,new
MLA1505193799,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,237690,237690,0,471,20,fulfillment,Sí,gold,No,1,new
MLA1391894386,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,672487,672487,0,773,26,cross_docking,Sí,gold,Sí,6,new
MLA1777161471,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2232053,2790066,20,464,35,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1858441574,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,284324,284324,0,440,23,fulfillment,Sí,platinum,Sí,6,new
MLA1239343528,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,313919,313919,0,1315,32,drop_off,Sí,platinum,Sí,6,new
MLA1567899157,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2349673,2349673,0,1377,27,fulfillment,Sí,silver,No,1,new
MLA1735996599,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,294056,392074,25,509,37,fulfillment,Sí,silver,Sí,6,new
MLA1258573823,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,313406,417874,25,731,36,cross_docking,Sí,silver,Sí,6,new
MLA1640249627,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,381081,448330,15,911,12,cross_docking,Sí,platinum,Sí,6,new
MLA1092762749,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,252425,296970,15,1138,13,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1744660587,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1687349,2109186,20,1406,40,cross_docking,Sí,silver,No,1,new
MLA1148713200,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,315136,315136,0,1792,10,fulfillment,Sí,platinum,Sí,6,new
MLA1966336593,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,384412,480515,20,1463,23,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1273705949,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,406245,406245,0,1816,11,drop_off,Sí,silver,No,1,new
MLA1583861458,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,341112,341112,0,379,4,drop_off,Sí,platinum,No,1,new
MLA1611920428,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2566520,2566520,0,208,7,fulfillment,Sí,platinum,Sí,6,new
MLA1201165814,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1904962,2116624,10,842,6,fulfillment,Sí,platinum,Sí,6,new
MLA1496059616,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2761193,2761193,0,360,18,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1467416399,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,242940,242940,0,602,10,cross_docking,Sí,platinum,No,1,new
MLA1123089965,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,323460,323460,0,1787,31,cross_docking,Sí,silver,No,1,new
MLA1910878210,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,461931,461931,0,424,9,cross_docking,Sí,silver,Sí,6,new
MLA1957167417,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2792822,2792822,0,1234,12,cross_docking,Sí,platinum,Sí,6,new
MLA1138799891,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,372369,372369,0,880,15,fulfillment,Sí,platinum,Sí,6,new
MLA1204853962,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,369099,369099,0,1044,25,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1621213930,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,275119,323669,15,387,9,drop_off,Sí,silver,No,1,new
MLA1524906256,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1445120,1605688,10,264,31,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1154681290,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1031943,1031943,0,1845,33,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1381008197,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,365165,365165,0,1434,18,fulfillment,Sí,platinum,Sí,6,new
MLA1064366360,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,709027,709027,0,1240,9,fulfillment,Sí,platinum,Sí,6,new
MLA1955223179,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,441911,589214,25,373,8,fulfillment,Sí,silver,No,1,new
MLA1760123823,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1383108,1383108,0,1571,28,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1495650281,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,225934,225934,0,1000,24,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1887530119,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1372516,1372516,0,1710,36,fulfillment,Sí,silver,No,1,new
MLA1491371120,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,237482,237482,0,60,7,drop_off,Sí,silver,No,1,new
MLA1355519803,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1209475,1209475,0,130,36,fulfillment,Sí,platinum,Sí,6,new
MLA1995086524,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,230869,256521,10,1061,20,drop_off,Sí,platinum,No,1,new
MLA1484884897,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1153194,1356698,15,611,38,drop_off,Sí,platinum,No,1,new
MLA1914857361,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,702613,936817,25,749,24,cross_docking,Sí,Vendedor Estándar,Sí,6,new
MLA1294864281,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,357167,357167,0,547,25,drop_off,Sí,silver,Sí,6,new
MLA1503154056,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,518002,518002,0,1504,21,fulfillment,Sí,platinum,Sí,6,new
MLA1737343204,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,507441,507441,0,702,17,drop_off,Sí,Vendedor Estándar,Sí,6,new
MLA1487631539,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,866384,866384,0,315,11,drop_off,Sí,platinum,Sí,6,new
MLA1626131121,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,730427,973902,25,199,21,fulfillment,Sí,platinum,Sí,6,new
MLA1475884626,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,353493,353493,0,1795,18,drop_off,Sí,Vendedor Estándar,No,1,new
MLA1247918999,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,318727,318727,0,1227,11,cross_docking,Sí,Vendedor Estándar,No,1,new
MLA1095125333,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,490699,490699,0,416,18,fulfillment,Sí,silver,No,1,new
MLA1947497863,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,413220,550960,25,1100,28,cross_docking,Sí,silver,Sí,6,new
MLA1070532556,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1007248,1184997,15,1131,17,cross_docking,Sí,gold,Sí,6,new
MLA1845525939,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2523337,2523337,0,620,12,cross_docking,Sí,platinum,Sí,6,new
MLA1161798151,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,341888,341888,0,675,21,fulfillment,Sí,gold,No,1,new
MLA1611718365,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,340920,340920,0,122,23,fulfillment,Sí,platinum,Sí,6,new
MLA1421633740,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,411111,483660,15,1536,16,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1920280774,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,502280,627850,20,1421,19,fulfillment,Sí,platinum,Sí,6,new
MLA1460463328,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2502169,2502169,0,1263,31,fulfillment,Sí,silver,Sí,6,new
MLA1310238091,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1345628,1794170,25,160,21,fulfillment,Sí,platinum,Sí,6,new
MLA1789862401,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,492472,492472,0,739,14,fulfillment,Sí,Vendedor Estándar,No,1,new
MLA1830219918,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,354456,354456,0,1043,30,fulfillment,Sí,Vendedor Estándar,Sí,6,new
MLA1779313881,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,422693,422693,0,1389,6,drop_off,Sí,gold,Sí,6,new
MLA1948533339,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,350824,350824,0,1357,10,fulfillment,Sí,platinum,No,1,new
MLA1921044331,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1032568,1032568,0,1143,10,fulfillment,Sí,gold,Sí,6,new
MLA1417830958,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2663176,2663176,0,188,33,fulfillment,Sí,gold,Sí,6,new
MLA1663771393,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,251873,251873,0,52,29,fulfillment,Sí,platinum,Sí,6,new
