id,titulo,marca,categoria,precio_actual,precio_original,descuento_pct,vendidos,stock_disponible,tipo_logistica,envio_gratis,medalla_vendedor,cuotas_sin_interes,cantidad_cuotas,condicion,gama_precio,facturacion_estimada_ars,es_envio_full,es_mercadolider
MLA1805856495,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2749216,2749216,0,248,10,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),681805568,0,1
MLA1342215890,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,479602,532891,10,1606,11,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),770240812,1,0
MLA1203355378,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2589881,2589881,0,356,37,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Alta (> $700k),921997636,1,1
MLA1308265769,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,246171,246171,0,1348,18,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),331838508,1,0
MLA1489478340,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1916901,1916901,0,748,24,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1433841948,0,0
MLA1885030704,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,319387,319387,0,82,10,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),26189734,0,1
MLA1825300087,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,279562,279562,0,1252,2,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),350011624,1,0
MLA1464732825,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,445716,445716,0,442,13,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),197006472,0,0
MLA1051749667,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,191188,191188,0,1170,33,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),223689960,0,0
MLA1069752956,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,186161,186161,0,1288,8,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),239775368,0,0
MLA1542310422,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,294841,368551,20,928,23,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Entrada (< $300k),273612448,1,1
MLA1757396769,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,447469,447469,0,376,26,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),168248344,0,0
MLA1074791709,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,235416,235416,0,1086,21,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),255661776,1,1
MLA1309008937,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,825699,825699,0,500,22,Despacho en Correo,Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),412849500,0,1
MLA1416299450,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,372100,372100,0,1802,25,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),670524200,0,1
MLA1202368663,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,260803,260803,0,652,25,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),170043556,0,1
MLA1805043412,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,443765,443765,0,1271,8,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),564025315,1,1
MLA1220424846,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,390482,390482,0,1763,11,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),688419766,0,0
MLA1864296124,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1617896,2022370,20,1709,33,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),2764984264,1,0
MLA1253444663,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1230653,1230653,0,1677,8,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),2063805081,1,1
MLA1742104872,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2089843,2458638,15,1607,26,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),3358377701,1,1
MLA1392520559,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,471583,471583,0,1341,24,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),632392803,1,1
MLA1248987548,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1970219,1970219,0,320,18,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),630470080,0,1
MLA1226789150,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1403972,1403972,0,362,25,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),508237864,1,0
MLA1421113594,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,469146,469146,0,1427,33,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),669471342,1,1
MLA1918540731,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1107872,1107872,0,971,8,Despacho en Correo,Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),1075743712,0,1
MLA1676462680,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,434863,434863,0,951,11,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),413554713,1,1
MLA1193558926,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,360539,360539,0,1201,13,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),433007339,0,0
MLA1686702750,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,364393,364393,0,565,8,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),205882045,1,0
MLA1626216578,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2644565,3305706,20,1023,40,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),2705389995,0,1
MLA1838718369,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,490595,490595,0,1771,31,Despacho en Correo,Sí,MercadoLíder Gold,No,1,new,Gama Media ($300k - $700k),868843745,0,1
MLA1823267196,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1618858,1618858,0,1775,33,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),2873472950,0,0
MLA1004409044,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1171385,1378100,15,1841,17,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),2156519785,0,0
MLA1856884351,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,458074,508971,10,1194,27,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),546940356,1,0
MLA1478100542,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1612153,1612153,0,561,21,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),904417833,0,1
MLA1965267791,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,507875,507875,0,74,38,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),37582750,0,1
MLA1068782011,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,403906,504882,20,689,14,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),278291234,1,0
MLA1099404371,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,998072,1330762,25,1305,40,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1302483960,0,1
MLA1094834906,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,459083,459083,0,1638,16,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),751977954,1,1
MLA1228237571,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,199438,234632,15,1071,27,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),213598098,0,1
MLA1856157591,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1138287,1138287,0,1236,30,Despacho en Correo,Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),1406922732,0,1
MLA1965416728,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1398229,1398229,0,1176,34,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1644317304,1,0
MLA1116463259,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,284808,284808,0,531,2,Despacho en Correo,Sí,MercadoLíder Gold,No,1,new,Gama Entrada (< $300k),151233048,0,1
MLA1960704930,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2687930,3359912,20,288,38,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),774123840,0,0
MLA1218258258,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,463313,514792,10,122,28,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),56524186,1,1
MLA1760730107,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,276963,346203,20,1003,24,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Entrada (< $300k),277793889,1,1
MLA1968651255,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,332752,332752,0,574,20,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),190999648,1,0
MLA1483423610,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1330625,1330625,0,1678,35,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),2232788750,0,0
MLA1964646406,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,461129,461129,0,735,5,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),338929815,0,0
MLA1137227505,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1297531,1441701,10,1709,8,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),2217480479,0,1
MLA1315494803,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,403353,403353,0,594,11,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),239591682,1,0
MLA1944322637,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1025137,1025137,0,739,9,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),757576243,1,0
MLA1650173810,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,278349,278349,0,894,28,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Entrada (< $300k),248844006,0,1
MLA1596182098,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,517571,517571,0,1203,26,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),622637913,0,0
MLA1058712744,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,188400,188400,0,1135,37,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),213834000,0,1
MLA1286127874,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1163457,1551276,25,583,30,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),678295431,0,1
MLA1127808998,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,967212,967212,0,483,37,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),467163396,1,0
MLA1599818407,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1062045,1062045,0,820,30,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),870876900,1,1
MLA1245174281,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,360275,360275,0,877,27,Despacho en Correo,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),315961175,0,1
MLA1491466258,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,299818,352727,15,606,2,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Entrada (< $300k),181689708,1,1
MLA1127277770,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,416730,463033,10,201,6,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),83762730,0,0
MLA1664420803,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,508638,508638,0,1377,27,Despacho en Correo,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),700394526,0,1
MLA1095172733,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,461536,461536,0,1110,3,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),512304960,1,1
MLA1180375302,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,969130,1211412,20,1022,2,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),990450860,1,0
MLA1058357394,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1067457,1255831,15,1067,17,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1138976619,0,0
MLA1239658222,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,449941,449941,0,154,24,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),69290914,0,1
MLA1740571544,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,223599,223599,0,876,40,Colecta / Depósito,Sí,MercadoLíder Gold,No,1,new,Gama Entrada (< $300k),195872724,0,1
MLA1456254279,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,252259,252259,0,1221,20,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Entrada (< $300k),308008239,1,0
MLA1533779710,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,859080,859080,0,664,14,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),570429120,1,0
MLA1192102334,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1547377,1547377,0,1105,29,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1709851585,0,1
MLA1925052307,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,409866,409866,0,974,6,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),399209484,1,0
MLA1583944846,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1058003,1058003,0,1635,34,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1729834905,0,0
MLA1405846856,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1522517,1691685,10,1195,19,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1819407815,0,0
MLA1944499347,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,185462,231827,20,1705,25,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),316212710,0,0
MLA1855354231,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,328285,328285,0,81,24,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),26591085,0,0
MLA1544832896,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,680002,680002,0,649,2,Despacho en Correo,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),441321298,0,1
MLA1862558907,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,212349,249822,15,1370,14,Colecta / Depósito,Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),290918130,0,1
MLA1663613460,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,399794,399794,0,1332,39,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),532525608,1,0
MLA1131700402,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2016602,2372472,15,706,7,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),1423721012,0,0
MLA1227696898,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1315686,1754248,25,787,35,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1035444882,1,0
MLA1924887091,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,439287,439287,0,1430,30,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),628180410,1,1
MLA1979978841,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,992824,992824,0,17,34,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),16878008,1,1
MLA1819740143,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,360814,360814,0,926,19,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),334113764,1,0
MLA1815272147,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,289261,340307,15,36,36,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Entrada (< $300k),10413396,1,1
MLA1614484731,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,755779,1007705,25,1118,22,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),844960922,0,1
MLA1189149720,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1271593,1271593,0,1100,23,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),1398752300,0,1
MLA1247123388,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,355420,355420,0,1512,2,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),537395040,0,1
MLA1104053586,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,278891,278891,0,930,17,Colecta / Depósito,Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),259368630,0,1
MLA1666236630,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1820751,1820751,0,725,1,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),1320044475,1,1
MLA1195467641,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,502192,557991,10,706,25,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),354547552,0,0
MLA1780273439,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2221043,2221043,0,1421,16,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),3156102103,1,0
MLA1578716885,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,387393,387393,0,1436,38,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),556296348,1,0
MLA1524744729,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1087830,1087830,0,368,30,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),400321440,1,1
MLA1648950530,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,206687,258358,20,1499,20,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),309823813,1,0
MLA1996614465,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,303171,303171,0,706,2,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),214038726,0,0
MLA1379416734,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1361030,1361030,0,731,20,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),994912930,1,1
MLA1626292993,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,953355,953355,0,850,19,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),810351750,0,1
MLA1534745208,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,241303,241303,0,710,16,Colecta / Depósito,Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),171325130,0,1
MLA1900098444,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,309206,309206,0,900,17,Despacho en Correo,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),278285400,0,1
MLA1848737754,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1348027,1348027,0,1684,11,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),2270077468,0,1
MLA1877297823,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1441421,1921894,25,1158,6,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1669165518,1,0
MLA1227206418,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,262871,262871,0,1395,2,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Entrada (< $300k),366705045,1,1
MLA1298886775,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,980783,1225978,20,674,10,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),661047742,1,0
MLA1117870928,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,423730,423730,0,274,4,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),116102020,0,1
MLA1436354235,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,358448,477930,25,1551,30,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),555952848,1,1
MLA1221762709,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1183740,1183740,0,1099,24,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),1300930260,0,0
MLA1141332136,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,377228,377228,0,368,10,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),138819904,1,0
MLA1366823063,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,845409,845409,0,1634,29,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1381398306,0,1
MLA1426433159,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,186519,207243,10,215,12,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),40101585,0,0
MLA1730656553,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1862343,2327928,20,1122,20,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),2089548846,0,0
MLA1381073413,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1184304,1184304,0,488,2,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),577940352,1,1
MLA1559869601,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,345678,345678,0,1317,16,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),455257926,1,1
MLA1346774912,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,493518,493518,0,1719,11,Despacho en Correo,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),848357442,0,1
MLA1673831914,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,514527,571696,10,133,40,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),68432091,1,1
MLA1150939026,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,444192,444192,0,790,9,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),350911680,0,1
MLA1413326420,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,184350,184350,0,784,20,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),144530400,1,1
MLA1026970595,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,263116,263116,0,1180,21,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),310476880,0,1
MLA1118457646,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1162217,1162217,0,1333,34,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1549235261,1,1
MLA1956429733,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,376028,376028,0,76,18,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),28578128,1,1
MLA1190789018,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,498142,498142,0,512,32,Despacho en Correo,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),255048704,0,1
MLA1515658342,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1544661,1544661,0,548,34,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),846474228,0,1
MLA1926997543,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1508133,1508133,0,673,19,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1014973509,0,1
